,Topic,Words,Frequency,Timestamp
423,74,"nstar, electric, psnh, cl, transmission",1,2011-01-01
424,75,"net sales, hardwood, flooring, stores, store",1,2011-01-01
425,77,"fulfillment, services, websites, inventory, content",1,2011-01-01
426,78,"certain scaled, elected comply, scaled disclosure, therefore provide, obligations therefore",1,2011-01-01
427,80,"gaming, macau, wynn, casino, resorts",2,2011-01-01
428,83,"title iv, students, education, iv, title",2,2011-01-01
429,85,"bkfs, group, fnf, group common, fnfv group",1,2011-01-01
430,88,"coal, mining, coal supply, mine, mining operations",2,2011-01-01
431,89,"pharmacy, pbm, health, medicare part, medicare",1,2011-01-01
432,90,"statements, international incform, incform, incform ktable, qualified foregoing",1,2011-01-01
433,91,"drilling, rigs, drilling contracts, rig, offshore",1,2011-01-01
434,92,"trading, electronic trading, trading platform, electronic, platform",2,2011-01-01
435,93,"prc, paper, paper hb, hb, orient paper",1,2011-01-01
436,94,"grainger, grainger reputation, affect grainger, grainger ability, grainger sales",1,2011-01-01
437,95,"company, oem, results, company internal, products",1,2011-01-01
438,97,"statements, reliance statements, undue reliance, place undue, undue",3,2011-01-01
439,98,"dte, registrants, dte energy, energy, gas",1,2011-01-01
440,99,"rail, year quarter, liquidity particular, particular year, kcs",1,2011-01-01
441,104,"raw, lifo, materials, raw materials, lifo method",1,2011-01-01
442,106,"industry62, relating industry62, factors43risks, factors43risks relating, relating business44risks",3,2011-01-01
443,107,"de conversion, fep, de, conversion, fluoride",1,2011-01-01
444,110,"trust, unit holders, brog, royalties, unit",1,2011-01-01
445,111,"company, sgrp common, sgrp, sbs, independent associates",2,2011-01-01
446,114,"clients, client, media, advertising marketing, advertising",1,2011-01-01
447,115,"operations cash, water transmission, cash flows, flows, tubular products",1,2011-01-01
448,116,"guaranty, fair value, fair, value, losses",1,2011-01-01
449,118,"notes, senior credit, subsidiaries, credit, senior",3,2011-01-01
450,120,"railcar, railcars, greenbrier, greenbrier companies, portland",1,2011-01-01
451,121,"equipment, seismic, seismic equipment, lease pool, lease",1,2011-01-01
452,124,"content, services, content delivery, customers, telesat",2,2011-01-01
453,128,"seed, phosphate, alfalfa, crop, potash",2,2011-01-01
454,131,"southern, traditional operating, southern company, operating companies, traditional",1,2011-01-01
455,134,"steel, iron, scrap, iron ore, steel products",1,2011-01-01
456,-1,"products, company, operations, financial, results",158,2012-01-01
457,0,"products, customers, sales, results, operations",47,2012-01-01
458,1,"clinical, product, candidates, product candidates, trials",33,2012-01-01
459,2,"bank, loans, loan, financial, capital",29,2012-01-01
460,3,"smaller reporting, reporting company, smaller, provide information, required provide",9,2012-01-01
461,4,"gas, oil, natural gas, natural, oil natural",19,2012-01-01
462,5,"properties, tenants, reit, real, property",10,2012-01-01
463,6,"investment, investments, portfolio, securities, value",11,2012-01-01
464,7,"vehicle, automotive, vehicles, parts, sales",8,2012-01-01
465,8,"mortgage, mae, fannie, loans, fannie mae",10,2012-01-01
466,9,"vitas, debt, stock, us, ability",7,2012-01-01
467,10,"combination, initial, initial combination, target, warrants",3,2012-01-01
468,11,"hotel, hotels, reit, properties, tax",6,2012-01-01
469,12,"concentra, health, care, healthcare, hillrom",3,2012-01-01
470,13,"medicare, care, healthcare, medicaid, health",6,2012-01-01
471,14,"fund, funds, futures, vix, benchmark",7,2012-01-01
472,15,"restaurants, restaurant, arbys, arg, food",3,2012-01-01
473,16,"insurance, reinsurance, company, claims, bermuda",9,2012-01-01
474,17,"exploration, mining, mineral, gold, properties",4,2012-01-01
475,18,"wireless, tds, customers, products, idt",2,2012-01-01
476,19,"factorsinformation, report pages, applicable registrant, factorsinformation response, response found",3,2012-01-01
477,20,"ibm, hereby incorporated, company, hereby, president",2,2012-01-01
478,21,"video, services, cable, service, programming",6,2012-01-01
479,22,"semiconductor, customers, products, manufacturing, stock",2,2012-01-01
480,23,"equipment, carriers, freight, drivers, freight rates",1,2012-01-01
481,24,"rule 12b, 12b, defined rule, company defined, smaller reporting",5,2012-01-01
482,25,"government, contracts, contract, revenues, government contracts",3,2012-01-01
483,26,"southern, southern company, power, gas, electric",4,2012-01-01
484,27,"unitholders, general partner, units, partner, common units",2,2012-01-01
485,28,"coffee, store, food, wine, quality",1,2012-01-01
486,29,"gold, custodian, trust, palladium, sub",4,2012-01-01
487,30,"farmer mac, farmer, mac, agricultural, agvantage",2,2012-01-01
488,31,"programming, television, programming networks, networks, content",2,2012-01-01
489,32,"aircraft, contracts, airline, government, boeing",3,2012-01-01
490,33,"water, wastewater, utility, water supply, water wastewater",2,2012-01-01
491,34,"peoples united, peoples, united financial, dnb, stop shop",2,2012-01-01
492,37,"insurance, company, reinsurance, crusader, financial",2,2012-01-01
493,38,"iac, interval, users, advertising, mobile",2,2012-01-01
494,40,"metals, metals usa, abl facility, abl, raw",2,2012-01-01
495,42,"bno, futures, ung, uscf, contracts",2,2012-01-01
496,43,"carpet, floorcovering, lumber, yarn, residential",2,2012-01-01
497,44,"solar, solar energy, energy systems, energy, gaiam",1,2012-01-01
498,45,"avocados, avocado, fresh, fruit, food",4,2012-01-01
499,46,"isobutanol, ethanol, fuel, lng, production",3,2012-01-01
500,47,"company, title, companys, bank, investment",2,2012-01-01
501,48,"tournament, players, player, mineral, tournaments",2,2012-01-01
502,49,"revise result, contentspart 4item, 4item business4item, important furthermore, law 2table",1,2012-01-01
503,51,"fertilizer, nitrogen fertilizer, nitrogen, partnership, crude",3,2012-01-01
504,52,"engagements, client, transportation industry, manufacturers owners, liability demand",1,2012-01-01
505,53,"snap, franchisees, snap ons, sara, ons",2,2012-01-01
506,54,"pcc, paper, company, results, expected results",1,2012-01-01
507,58,"investing pool, cerfs, investing, gsci, pool",1,2012-01-01
508,59,"games, game, content, entertainment, products",1,2012-01-01
509,60,"trust, euro, depository, investment, assets management",2,2012-01-01
510,61,"jewelry, moissanite, jewels, finished jewelry, moissanite jewels",1,2012-01-01
511,62,"engagements, employee consultants, consultants, employee, debentures",1,2012-01-01
512,63,"homebuilding, homes, mortgage, profitability stock, stock performance",1,2012-01-01
513,65,"firms, firm, jpmorgan, affect firms, chases",1,2012-01-01
514,66,"cruise, ships, cruises, guests, carnival",1,2012-01-01
515,67,"properties, equipment, operating partnership, distributions, stockholders",1,2012-01-01
516,68,"furniture, virco, products, sales, raw",2,2012-01-01
517,69,"oxford, oxford square, clo, square management, investment",2,2012-01-01
518,71,"product liability, raw, results, operations, liability",2,2012-01-01
519,73,"tethered, aerospace, government, aircraft, wasp",2,2012-01-01
520,74,"psnh, cl, electric, transmission, nstar",3,2012-01-01
521,75,"griffon, home, telephonics, products, financial position",2,2012-01-01
522,76,"voc, voc brazos, brazos, trust, underlying properties",1,2012-01-01
523,77,"companys, educational, book fairs, book clubs, school book",1,2012-01-01
524,78,"reinsurance, rga, insurance, life, premiums",2,2012-01-01
525,79,"filings exchange, act part, report described, company filings, described company",1,2012-01-01
526,80,"gaming, casino, stock, playtech, company",1,2012-01-01
527,81,"footwear, athletic footwear, athletic, products, sales",1,2012-01-01
528,83,"title iv, education, students, iv, title",1,2012-01-01
529,85,"mortgage, mgic, insurance, loans, mortgage insurance",1,2012-01-01
530,86,"uranium, extraction, mining, exploration, mine",2,2012-01-01
531,87,"quad graphics, quad, graphics, company, printing",1,2012-01-01
532,89,"probuphine, pharmacy, prescription, drug, prescription drug",2,2012-01-01
533,90,"statements, international incform, incform, incform ktable, qualified foregoing",1,2012-01-01
534,91,"drilling, rigs, percent, company, approximately percent",1,2012-01-01
535,92,"trading, electronic trading, clients, electronic, broker",1,2012-01-01
536,93,"solar, encapsulant, encapsulants, china, module",1,2012-01-01
537,96,"oxide, products, epa, ethylene oxide, ethylene",1,2012-01-01
538,97,"statements made, report relate, statements, contentspagepart, relate events",1,2012-01-01
539,98,"dte, registrants, dte energy, energy, gas",1,2012-01-01
540,102,"window, vinyl, spacer, quanex, fenestration",1,2012-01-01
541,106,"industry62, factors43risks relating, relating business44risks, relating industry62, factors43risks",1,2012-01-01
542,111,"independent associates, associates, independent, network marketing, associate",1,2012-01-01
543,114,"clients, client, agencies, advertising marketing, marketing",1,2012-01-01
544,123,"hetnets, wireless, position results, adverse affect, financial position",1,2012-01-01
545,124,"content, services, content delivery, customers, delivery",1,2012-01-01
546,125,"water avr, avr, avr product, products, dupont",1,2012-01-01
547,126,"self storage, storage facilities, reit, self, storage",2,2012-01-01
548,127,"reit, income, assets, mortgage, tax",1,2012-01-01
549,129,"factorssmaller, factorssmaller reporting, reporting companies, companies required, required provide",2,2012-01-01
550,130,"mercer, marsh, insurance, consulting, services",1,2012-01-01
551,133,"beryllium, sales, products, beryllium containing, precious",2,2012-01-01
552,135,"advisors, advisors clients, clients, service, secured credit",2,2012-01-01
553,-1,"operations, financial, products, company, results",176,2013-01-01
554,0,"products, sales, results, customers, product",47,2013-01-01
555,1,"product, clinical, candidates, product candidates, trials",28,2013-01-01
556,2,"bank, loans, loan, financial, interest",31,2013-01-01
557,3,"smaller reporting, smaller, reporting company, provide information, required provide",23,2013-01-01
558,4,"gas, oil, natural gas, natural, oil natural",22,2013-01-01
559,5,"properties, reit, income, tenants, tax",13,2013-01-01
560,6,"investment, portfolio, investments, securities, value",13,2013-01-01
561,7,"vehicle, vehicles, dealerships, automotive, dealership",11,2013-01-01
562,8,"golf, mortgage, company, mae, loans",7,2013-01-01
563,9,"stock, operations, common, common stock, debt",8,2013-01-01
564,10,"combination, initial combination, initial, warrants, target",3,2013-01-01
565,11,"hotel, hotels, travel, tax, reit",2,2013-01-01
566,12,"care, health, company, medicare, home health",3,2013-01-01
567,13,"living, medicare, senior living, living communities, communities",6,2013-01-01
568,14,"fund, futures, funds, vix, commodity",10,2013-01-01
569,15,"restaurants, franchisees, food, restaurant, franchise",4,2013-01-01
570,16,"insurance, reinsurance, argo, argo group, underwriting",3,2013-01-01
571,17,"mining, mineral, stock, counter bulletin, common",1,2013-01-01
572,19,"report pages, applicable registrant, pages, factorsnot, factorsnot applicable",5,2013-01-01
573,20,"company, president, ibm, watches, vice",4,2013-01-01
574,21,"services, magicjack, service, napster, cable",3,2013-01-01
575,22,"semiconductor, customers, products, manufacturing, sales",6,2013-01-01
576,23,"fuel, freight, carriers, equipment, truck",6,2013-01-01
577,24,"factorswe smaller, rule 12b, 12b, defined rule, provide information",3,2013-01-01
578,25,"contracts, government, contract, government contracts, us",2,2013-01-01
579,26,"southern, southern company, power, electric, gas",4,2013-01-01
580,27,"general partner, unitholders, partner, units, common units",3,2013-01-01
581,28,"wine, beverage, coffee, wines, vineyards",2,2013-01-01
582,29,"custodian, gold, trust, palladium, sub",4,2013-01-01
583,30,"farmer, farmer mac, mac, agricultural, bunge",2,2013-01-01
584,31,"stations, television, programming, fcc, d2",5,2013-01-01
585,32,"factors11risks, related jetblue11risks, jetblue11risks, jetblue11risks associated, factors11risks related",1,2013-01-01
586,33,"water, rangeview, rangeview district, wastewater, lowry",4,2013-01-01
587,34,"people united, people, stop shop, dnb, loan",1,2013-01-01
588,35,"ncm, founding, ncm llc, ncm llcs, llcs",3,2013-01-01
589,36,"homes, home, homebuilding, land, mortgage",3,2013-01-01
590,38,"search, users, iac, advertising, websites",1,2013-01-01
591,39,", , , , ",3,2013-01-01
592,40,"raw, pension, tdcc, results, costs",2,2013-01-01
593,41,"xm, sirius xm, sirius, liberty, programming",2,2013-01-01
594,42,"uso, futures, uscf, oil, contracts",1,2013-01-01
595,43,"flooring, timber, carpet, hardwood, lumber",3,2013-01-01
596,44,"solar, solar energy, gaiam, energy, energy systems",2,2013-01-01
597,45,"kaanapali, coffee, hawaii, maui, land",1,2013-01-01
598,46,"ethanol, fuel, tenant, costs, prior tenant",1,2013-01-01
599,47,"invesco, investment, aum, clients, investment management",2,2013-01-01
600,48,"script, consultant, shmuel, scripts, film",1,2013-01-01
601,49,"revise result, contentspart 4item, 4item business4item, important furthermore, law 2table",1,2013-01-01
602,51,"fertilizer, nitrogen fertilizer, nitrogen, partnership, refining",2,2013-01-01
603,52,"payroll, clients, paychex, hr, services",2,2013-01-01
604,53,"snap, franchisees, snap ons, ons, user customers",1,2013-01-01
605,55,"consumers, cms, mge, energy, cms energy",2,2013-01-01
606,56,"chemical, westlake partners, westlake, raw, principal stockholder",1,2013-01-01
607,58,"investing pool, cerfs, gsci, investing, gsci er",2,2013-01-01
608,59,"titles, games, game, software, products",1,2013-01-01
609,60,"earnings, trust, clients, affect earnings, negatively",1,2013-01-01
610,63,"homes, land, home, homebuyers, financial performance",3,2013-01-01
611,64,"tegal, energy, sequel, sequel power, solar",2,2013-01-01
612,66,"ships, cruise, cruises, nclh, ship",1,2013-01-01
613,67,"equipment, goodwill, indebtedness, rental, acquisitions",1,2013-01-01
614,68,"furniture, office furniture, dealers, raw, furniture industry",1,2013-01-01
615,69,"residential, affect residential, family rental, incentive management, generate incentive",1,2013-01-01
616,70,"lae, losses lae, workers, workers compensation, insurance",3,2013-01-01
617,71,"class common, class, lived, shares class, indefinite lived",1,2013-01-01
618,72,"space, spacecraft, space shuttle, satellite, shuttle",1,2013-01-01
619,74,"electric, nstar, psnh, gas, wmeco",1,2013-01-01
620,75,"lowes companies, depot lowes, residential construction, improvement residential, risks uncertainties",1,2013-01-01
621,76,"trust, underlying properties, mv, mv partners, net profits",2,2013-01-01
622,78,"reinsurance, rga, insurance, life, premiums",1,2013-01-01
623,79,"filings exchange, act part, report described, company filings, described company",1,2013-01-01
624,80,"gaming, wynn, casino, wynn resorts, resorts",2,2013-01-01
625,81,"footwear, nike, products, athletic, apparel",1,2013-01-01
626,83,"title iv, education, title, iv, strayer",1,2013-01-01
627,84,"animal, pfizer, animal health, health, products",1,2013-01-01
628,90,"forth exhibit, factorssome important, factorssome, report set, differ companys",1,2013-01-01
629,91,"drilling, approximately percent, rigs, percent, percent fiscal",1,2013-01-01
630,92,"trading, brokerage, electronic, broker, markets",2,2013-01-01
631,93,"prc, orient paper, orient, paper, paper hb",1,2013-01-01
632,94,"grainger, fiscal, pet, stock class, garden",1,2013-01-01
633,95,"mitac, oem suppliers, oem, mitac international, operating results",1,2013-01-01
634,96,"dietary, supplements, dietary supplements, nutritional, products",1,2013-01-01
635,97,"reliance statements, iitem business1item, undue reliance, place undue, itable contentsinformation",1,2013-01-01
636,98,"dte, registrants, gas, energy, dte energy",2,2013-01-01
637,100,"laboratory, tests, testing, laboratories, clinical laboratory",1,2013-01-01
638,104,"arconics, arconic, alcoa corporation, alcoa, affect arconics",2,2013-01-01
639,105,"condition profitability, profitability cash, beauty, ulta, salon",1,2013-01-01
640,106,"related industry12, industry12, risks related, related, risks",1,2013-01-01
641,108,"florida, real, real estate, estate, northwest florida",1,2013-01-01
642,109,"boat, sea ray, marine, dealers, boats",1,2013-01-01
643,111,"company, independent associates, independent, associates, sgrp",3,2013-01-01
644,113,"products, spine, surgeons, tissue, fda",1,2013-01-01
645,114,"clients, client, media, advertising marketing, advertising",1,2013-01-01
646,117,"cannabis, dea, schedule, controlled substances, substances",1,2013-01-01
647,118,"american express, express, american, insurance, annuity",1,2013-01-01
648,120,"railcar, railcars, railcar components, backlog, components",1,2013-01-01
649,121,"equipment, seismic, seismic equipment, lease pool, lease",1,2013-01-01
650,123,"hetnets, wireless, products, customers, shared wireless",1,2013-01-01
651,126,"self storage, storage facilities, self, storage, reit",1,2013-01-01
652,130,"mercer, marsh, insurance, consulting, services",1,2013-01-01
653,131,"southern, traditional operating, operating companies, southern company, traditional",1,2013-01-01
654,136,"southern, southern company, duke, power, electric",1,2013-01-01
655,-1,"financial, products, company, operations, us",193,2014-01-01
656,0,"products, customers, results, operations, sales",63,2014-01-01
657,1,"clinical, product, candidates, product candidates, trials",49,2014-01-01
658,2,"bank, loans, loan, financial, interest",46,2014-01-01
659,3,"smaller reporting, smaller, reporting company, provide information, required smaller",26,2014-01-01
660,4,"gas, natural gas, oil, natural, oil natural",18,2014-01-01
661,5,"properties, reit, income, tenants, real",14,2014-01-01
662,6,"investment, portfolio, investments, securities, value",21,2014-01-01
663,7,"vehicle, vehicles, dealerships, automotive, sales",8,2014-01-01
664,8,"mortgage, fannie, mae, fannie mae, loans",19,2014-01-01
665,9,"vitas, chicken, operations, us, stock",13,2014-01-01
666,10,"combination, initial, initial combination, target, hertz",6,2014-01-01
667,11,"hotel, hotels, travel, properties, reit",11,2014-01-01
668,12,"companys, healthcare, company, carefusion, care",2,2014-01-01
669,13,"medicare, health, care, medicaid, healthcare",5,2014-01-01
670,14,"fund, futures, funds, vix, benchmark",6,2014-01-01
671,15,"restaurants, restaurant, franchisees, food, franchise",5,2014-01-01
672,16,"insurance, reinsurance, company, subsidiaries, claims",7,2014-01-01
673,17,"mineral, mining, exploration, gold, mine",5,2014-01-01
674,18,"cellular, wireless, cellular financial, effect cellular, tds",1,2014-01-01
675,19,"applicable registrant, factorsnot applicable, factorsnot, registrant, applicable",1,2014-01-01
676,20,"president, vice, vice president, ibm, company",4,2014-01-01
677,21,"services, fcc, service, telephone, cable",1,2014-01-01
678,22,"semiconductor, manufacturing, products, customers, semiconductor industry",1,2014-01-01
679,23,"fuel, hospitality trust, freight, hospitality, reit management",2,2014-01-01
680,24,"rule 12b, 12b, defined rule, company defined, smaller reporting",2,2014-01-01
681,25,"government, contracts, contract, revenues, government contracts",5,2014-01-01
682,26,"southern, southern company, power, gas, company gas",3,2014-01-01
683,27,"general partner, unitholders, units, partner, common units",3,2014-01-01
684,28,"wine, beer, alcohol, brands, companys",8,2014-01-01
685,29,"custodian, gold, trust, palladium, bullion",3,2014-01-01
686,30,"farmer, farmer mac, prc, chen, mr chen",1,2014-01-01
687,31,"programming, television, stations, fcc, networks",8,2014-01-01
688,32,"aircraft, contracts, airline, government, costs",1,2014-01-01
689,33,"water, lowry, lowry range, wastewater, land board",1,2014-01-01
690,34,"dnb, loans, bank, interest, loan",2,2014-01-01
691,35,"cotter, theatre, film, ncm, cinema",3,2014-01-01
692,36,"homes, homebuilding, home, consumer mortgage, residential consumer",2,2014-01-01
693,37,"insurance, reinsurance, company, claims, losses",1,2014-01-01
694,38,"users, user, mobile, advertising, facebook",2,2014-01-01
695,39,", , , , ",4,2014-01-01
696,40,"raw, chlor, chlor alkali, pension, alkali",3,2014-01-01
697,41,"xm, sirius xm, sirius, live, satellite",2,2014-01-01
698,42,"bno, futures, uscf, contracts, futures contracts",1,2014-01-01
699,43,"timber, timberlands, performance fibers, fibers, reit",1,2014-01-01
700,44,"solar, pv, modules, pv modules, solar energy",2,2014-01-01
701,45,"acp, hlb, estate development, real estate, land",1,2014-01-01
702,47,"fair value, fair, value, invesco, investment",2,2014-01-01
703,48,"trust, mv, trustee, mv oil, oil trust",3,2014-01-01
704,50,"semiconductor, products, customers, manufacturing, customer",4,2014-01-01
705,51,"biodiesel, unitholders, crude, crude oil, oil",2,2014-01-01
706,52,"clients, payroll, paychex, hr, services",3,2014-01-01
707,54,"containerboard, fiber, recycled fiber, corrugated, pca",1,2014-01-01
708,55,"consumers, cms, cms energy, energy, energy consumers",1,2014-01-01
709,56,"nalco, operations, results, results operations, energy",2,2014-01-01
710,57,"flowers, bakery, products, foods, sales",1,2014-01-01
711,58,"investing pool, gsci, cerfs, gsci er, er",2,2014-01-01
712,60,"earnings, trust, clients, affect earnings, negatively",1,2014-01-01
713,61,"jewelry, moissanite, jewels, finished jewelry, moissanite jewels",1,2014-01-01
714,62,"engagements, consultants, clients, client, employee",2,2014-01-01
715,63,"homes, front yard, yard, front, home",2,2014-01-01
716,64,"energy, waste, covanta, projects, energy waste",2,2014-01-01
717,65,"evercore, advisory, senior managing, managing directors, clients",1,2014-01-01
718,66,"cruise, ships, cruises, guests, carnival",1,2014-01-01
719,67,"equipment, rental, construction, senior, indebtedness",2,2014-01-01
720,68,"virco, furniture, sales, season, raw",3,2014-01-01
721,69,"clients, services, client, cis, us",1,2014-01-01
722,70,"workers compensation, workers, insurance, compensation, claims",3,2014-01-01
723,71,"products, operations, results, product liability, results operations",2,2014-01-01
724,72,"ss, satellite, telesat, satellites, telesats",2,2014-01-01
725,75,"flows financial, former parent, operations cash, home, parent",1,2014-01-01
726,76,"trust, underlying properties, enduro, underlying, net profits",1,2014-01-01
727,77,"vistaprint, websites, united states, united, states",1,2014-01-01
728,78,"rga, reinsurance, insurance, life, premiums",1,2014-01-01
729,79,"filings exchange, act part, report described, company filings, described company",1,2014-01-01
730,81,"footwear, products, sales, ugg, independent manufacturers",2,2014-01-01
731,82,"factorssee managements, factorssee, analysis financial, managements discussions, discussions analysis",2,2014-01-01
732,83,"title iv, iv, title, students, iv programs",1,2014-01-01
733,84,"theme, parks, theme parks, animal, park",1,2014-01-01
734,85,"mortgage, mgic, insurance, gses, mortgage insurance",2,2014-01-01
735,86,"uranium, raml, mining, de conversion, nuclear",3,2014-01-01
736,88,"coal, mining, mine, coal supply, mining operations",1,2014-01-01
737,89,"pharmacy, pbm, health, pharmacies, retail",1,2014-01-01
738,90,"statements, international incform, incform, incform ktable, qualified foregoing",1,2014-01-01
739,91,"drilling, rigs, drilling contracts, rig, offshore",3,2014-01-01
740,93,"prc, china, dongfang, dongfang paper, paper",3,2014-01-01
741,94,"pet, garden, grainger, lawn garden, products",2,2014-01-01
742,95,"oem, oem suppliers, operating results, mitac, suppliers",2,2014-01-01
743,96,"products, dietary, nutritional, oxide, supplements",2,2014-01-01
744,97,"statements made, statements, report relate, contentspagepart, relate events",1,2014-01-01
745,98,"dte, registrants, dte energy, energy, gas",1,2014-01-01
746,99,"rail, kcs, railcars, railroads, railroad",2,2014-01-01
747,100,"laboratory, cdd, lcd, testing, laboratories",1,2014-01-01
748,101,"mobile, services, video, telephony, broadband",1,2014-01-01
749,102,"building systems, building, steel, metal, engineered building",1,2014-01-01
750,103,"tobacco, cigarette, tobacco products, ams, swm",2,2014-01-01
751,105,"beauty, condition profitability, profitability cash, salon, ulta",2,2014-01-01
752,106,"industry62, relating industry62, factors43risks, factors43risks relating, relating business44risks",1,2014-01-01
753,109,"marine products, marine, boat, products, dealers",1,2014-01-01
754,112,"company, nrg, company class, company ability, class common",2,2014-01-01
755,113,"products, spine, fda, product, alphatec",2,2014-01-01
756,114,"clients, marketing, media, advertising, agencies",2,2014-01-01
757,116,"guaranty, fair value, fair, value, losses",2,2014-01-01
758,117,"cannabis, marijuana, medical, medical marijuana, company",1,2014-01-01
759,119,"fuel, cristal, soda ash, soda, ash",2,2014-01-01
760,123,"wireless, hetnets, products, customers, shared wireless",1,2014-01-01
761,125,"companys, materials, raw materials, raw, matters",1,2014-01-01
762,126,"self storage, storage facilities, self, storage, reit",1,2014-01-01
763,127,"income, reit, assets, mortgage, tax",1,2014-01-01
764,129,"factorssmaller, factorssmaller reporting, reporting companies, companies required, information required",1,2014-01-01
765,130,"mercer, marsh, insurance, consulting, services",1,2014-01-01
766,132,"varex, auto, state auto, insurance, auto mutual",1,2014-01-01
767,133,"beryllium, sales, products, cts, beryllium containing",2,2014-01-01
768,135,"advisors, advisors clients, clients, secured credit, regulatory",1,2014-01-01
769,136,"duke, duke energys, energys, duke energy, energy",1,2014-01-01
770,-1,"company, financial, products, operations, us",205,2015-01-01
771,0,"products, customers, results, operations, us",80,2015-01-01
772,1,"product, clinical, candidates, product candidates, trials",52,2015-01-01
773,2,"loans, bank, loan, interest, financial",38,2015-01-01
774,3,"smaller reporting, smaller, reporting company, provide information, required provide",28,2015-01-01
775,4,"gas, oil, natural gas, natural, oil natural",28,2015-01-01
776,5,"properties, reit, tenants, income, real",18,2015-01-01
777,6,"investment, investments, portfolio, securities, debt",9,2015-01-01
778,7,"vehicle, vehicles, automotive, dealerships, operations",17,2015-01-01
779,8,"mortgage, fannie, mae, fannie mae, loans",10,2015-01-01
780,9,"tripadvisor, vitas, debt, notes, stock",8,2015-01-01
781,10,"combination, initial, initial combination, mict, target",5,2015-01-01
782,11,"hotels, hotel, travel, reit, ashford",5,2015-01-01
783,12,"healthcare, health, solutions, care, company",10,2015-01-01
784,13,"medicare, care, medicaid, health, healthcare",8,2015-01-01
785,14,"fund, futures, funds, vix, commodity",8,2015-01-01
786,15,"restaurants, restaurant, franchisees, food, franchise",8,2015-01-01
787,16,"insurance, reinsurance, company, subsidiaries, claims",4,2015-01-01
788,17,"mining, exploration, mineral, gold, mine",10,2015-01-01
789,18,"wireless, tds, cellular, cellulars, services",9,2015-01-01
790,19,"registrant cautionary, regarding statements3, statements3, applicable registrant, factorsnot applicable",2,2015-01-01
791,20,"president, vice, vice president, imation, products",2,2015-01-01
792,21,"services, service, content, video, fcc",3,2015-01-01
793,22,"semiconductor, packaging test, customers, packaging, semiconductor industry",2,2015-01-01
794,23,"fuel, company, equipment, snow, transportation",4,2015-01-01
795,24,"rule 12b, 12b, defined rule, provide information, company defined",6,2015-01-01
796,25,"government, contracts, contract, federal government, government contracts",2,2015-01-01
797,26,"southern, southern company, power, traditional operating, operating companies",3,2015-01-01
798,27,"general partner, partner, unitholders, units, common units",3,2015-01-01
799,28,"alcohol, wine, brands, beverage, beer",4,2015-01-01
800,29,"custodian, platinum, trust, gold, bullion",2,2015-01-01
801,30,"farmer mac, farmer, mac, agricultural, participating preferred",3,2015-01-01
802,31,"programming, television, stations, fcc, station",3,2015-01-01
803,32,"aircraft, replacement parts, parts, jet engine, overhaul",3,2015-01-01
804,33,"water, jose water, water company, jose, san jose",2,2015-01-01
805,34,"bank, dnb, loans, interest, loan",4,2015-01-01
806,35,"theatre, film, theatres, films, ncm",2,2015-01-01
807,36,"homes, homebuilding, home, land, mortgage",3,2015-01-01
808,37,"insurance, company, claims, crusader, reinsurance",2,2015-01-01
809,38,"users, user, mobile, advertising, advertisers",3,2015-01-01
810,39,", , , , ",1,2015-01-01
811,40,"pension, chlor alkali, chlor, alkali, raw",2,2015-01-01
812,41,"xm, sirius xm, sirius, starz, liberty",2,2015-01-01
813,42,"usl, futures, unl, uscf, contracts",2,2015-01-01
814,43,"lumber, treated lumber, lumber market, preservative, lumber products",1,2015-01-01
815,44,"solar, energy, pv, modules, solar energy",2,2015-01-01
816,45,"avocados, fresh, orchards, avocado, calavo",2,2015-01-01
817,47,"fair value, fair, value, invesco, investment",2,2015-01-01
818,48,"shack, shacks, shake, shake shack, square",4,2015-01-01
819,49,"revise result, contentspart 4item, 4item business4item, important furthermore, law 2table",1,2015-01-01
820,50,"cyberdisplay, transistor, semiconductor, hbt, hbt transistor",2,2015-01-01
821,51,"biodiesel, refined, crude, crude oil, refined products",4,2015-01-01
822,52,"clients, wses, hr, payroll, workers",2,2015-01-01
823,53,"snap, franchisees, pension, operations cash, operations",2,2015-01-01
824,55,"mge, energy, electric, power, generation",1,2015-01-01
825,56,"operations, results, results operations, chinese, energy",1,2015-01-01
826,57,"nut, products, food, snack, nuts",3,2015-01-01
827,58,"ctg, gsci, revenue, gsci er, services",1,2015-01-01
828,60,"trust, holdings, company, contentsstr holdings, contentsstr",3,2015-01-01
829,61,"company, insurance, watches, financial, statutory",3,2015-01-01
830,62,"engagements, consultants, clients, employee, client",2,2015-01-01
831,64,"nep, projects, energy, nep opco, nee",2,2015-01-01
832,66,"cruise, ships, cruises, vacation, guests",1,2015-01-01
833,67,"rod, wire rod, companys, wire, facility",1,2015-01-01
834,69,"viads, viad, viads businesses, marketing events, events",1,2015-01-01
835,71,"hvac, asbjornson, product liability, raw materials, price contracts",1,2015-01-01
836,72,"ss, satellite, telesat, satellites, ls",2,2015-01-01
837,73,"government, aerospace, aircraft, aerospace businesses, businesses",1,2015-01-01
838,75,"fiscal, home depot, depot, home, depot inc",2,2015-01-01
839,76,"trust, underlying properties, voc, brazos, voc brazos",2,2015-01-01
840,77,"cpgs, cpgs retailers, coupons, retailers, digital coupons",2,2015-01-01
841,78,"rga, reinsurance, insurance, life, ceding",1,2015-01-01
