,Topic,Words,Frequency,Timestamp
418,101,"industry62, relating industry62, business44risks relating industry62, factors43risks, factors43risks relating",3,2011-01-01
419,103,"rmbs, assets, mortgage, agency rmbs, interest",1,2011-01-01
420,104,"bank, rj, financial, capital, rjf",1,2011-01-01
421,105,"trading, electronic trading, trading platform, electronic, clients",2,2011-01-01
422,106,"company, oem, results, products, operating results",1,2011-01-01
423,107,"operations cash flows, operations cash, results operations cash, water transmission, cash flows",1,2011-01-01
424,108,"wine, alcohol, brands, beverage alcohol, beverage",1,2011-01-01
425,110,"investment, solar capital, portfolio, securities, acm",2,2011-01-01
426,111,"steel, iron, iron ore, scrap, ore",1,2011-01-01
427,115,"stations, television, fcc, missions, mission",1,2011-01-01
428,116,"guaranty, fair value, fair, value, losses",1,2011-01-01
429,117,"notes, senior credit facility, senior credit, subsidiaries, insurance",3,2011-01-01
430,118,"trust, unit holders, brog, royalties, unit",1,2011-01-01
431,119,"ctg, services, revenue, solutions, staffing",2,2011-01-01
432,121,"railcar, railcars, greenbrier, greenbrier companies, portland",1,2011-01-01
433,122,"warehouse, merchandise, warehouses, members, company",2,2011-01-01
434,126,"de conversion, fep, de, conversion, fluoride",1,2011-01-01
435,128,"seed, phosphate, crop, alfalfa, potash",2,2011-01-01
436,130,"jewelry, company, moissanite, jewels, finished jewelry",2,2011-01-01
437,131,"equipment, seismic, seismic equipment, oil, lease pool",1,2011-01-01
438,132,"earnings, clients, northern, negatively affect earnings, negatively",1,2011-01-01
439,133,"mutual, mutual fund, advisors, end mutual, mutual funds",1,2011-01-01
440,-1,"company, financial, operations, products, results",162,2012-01-01
441,0,"products, results, customers, operations, financial",57,2012-01-01
442,1,"product, clinical, candidates, product candidates, trials",32,2012-01-01
443,2,"bank, loans, loan, financial, fncb",24,2012-01-01
444,3,"gas, oil, natural gas, natural, oil natural",22,2012-01-01
445,4,"smaller reporting, smaller, smaller reporting company, required provide information, reporting company",12,2012-01-01
446,5,"properties, reit, tenants, income, property",11,2012-01-01
447,6,"vehicle, automotive, vehicles, parts, sales",8,2012-01-01
448,7,"mortgage, mae, fannie, loans, fannie mae",9,2012-01-01
449,8,"enable, vitas, debt, cash, operations",8,2012-01-01
450,9,"insurance, reinsurance, company, claims, financial",9,2012-01-01
451,10,"hotel, hotels, reit, properties, tax",6,2012-01-01
452,11,"combination, initial, initial combination, target, warrants",5,2012-01-01
453,12,"fund, funds, futures, vix, benchmark",8,2012-01-01
454,13,"medicare, care, healthcare, medicaid, health",6,2012-01-01
455,14,"restaurants, restaurant, arbys, food, arg",3,2012-01-01
456,15,"investment, investments, portfolio, debt, securities",3,2012-01-01
457,16,"exploration, mining, mineral, gold, properties",4,2012-01-01
458,17,"wireless, products, customers, tds, services",2,2012-01-01
459,18,"semiconductor, products, customers, stock, manufacturing",2,2012-01-01
460,19,"ibm, company, hereby incorporated reference, hereby incorporated, president",2,2012-01-01
461,20,"factorsinformation, factorsnot applicable registrant, applicable registrant, factorsinformation response, heading information incorporated",3,2012-01-01
462,21,"rule 12b, company defined rule, 12b, defined rule 12b, reporting company defined",6,2012-01-01
463,22,"iitem business4item, business4item, statements, iitem, might occur 2table",2,2012-01-01
464,23,"equipment, carriers, freight, drivers, freight rates",1,2012-01-01
465,24,"government, contracts, contract, adversely, revenues",3,2012-01-01
466,25,"southern, southern company, power, operating companies, traditional",4,2012-01-01
467,26,"metals, metals usa, operations, results, abl facility",2,2012-01-01
468,27,"unitholders, general partner, units, partner, common units",2,2012-01-01
469,28,"gold, custodian, trust, palladium, sub",4,2012-01-01
470,29,"video, cable, services, service, programming",5,2012-01-01
471,30,"window, vinyl, products, spacer, fenestration",1,2012-01-01
472,31,"programming, television, networks, programming networks, content",2,2012-01-01
473,32,"aircraft, contracts, airline, costs, government",3,2012-01-01
474,33,"water, wastewater, utility, costs, water supply",2,2012-01-01
475,35,"engagements, client, transportation industry, providers others liability, manufacturers owners service",1,2012-01-01
476,37,"peoples united, peoples, united financial, peoples united financial, dnb",2,2012-01-01
477,39,"bno, futures, ung, uscf, contracts",2,2012-01-01
478,40,"isobutanol, ethanol, fuel, lng, production",3,2012-01-01
479,41,"carpet, floorcovering, lumber, yarn, residential",2,2012-01-01
480,43,"solar, solar energy, solar energy systems, energy, energy systems",1,2012-01-01
481,44,"pcc, paper, company, results, materially historical expected",1,2012-01-01
482,45,"nathan, restaurant, restaurants, famous, branded",1,2012-01-01
483,46,"firms, firm, jpmorgan, affect firms, chases",1,2012-01-01
484,47,"fresh, fruit, food, banana, gmol",3,2012-01-01
485,48,"snap, franchisees, operations, products, financial",2,2012-01-01
486,49,"condition financial results, financial condition financial, condition financial, products services, services",1,2012-01-01
487,50,"farmer mac, farmer, mac, agvantage, affect farmer mac",1,2012-01-01
488,51,"tournament, players, player, tournaments, poker",1,2012-01-01
489,52,"services, content, telesat, content delivery, customers",2,2012-01-01
490,53,"games, game, content, products, entertainment",1,2012-01-01
491,54,"investment solutions, investment solutions services, solutions services, clients, investment",2,2012-01-01
492,56,"revise result new, revise result, update revise result, contentspart 4item business4item, us important furthermore",1,2012-01-01
493,57,"iac, ticketmaster, search, interval, online",2,2012-01-01
494,58,"drilling, company, percent, rigs, fiscal",1,2012-01-01
495,61,"project, contracts, backlog, projects, clients",1,2012-01-01
496,62,"furniture, products, virco, sales, raw",2,2012-01-01
497,63,"insurance, mercer, marsh, services, clients",1,2012-01-01
498,65,"gaming, stock, casino, company, playtech",1,2012-01-01
499,66,"nee, fpl, nee fpl, results operations prospects, operations prospects",1,2012-01-01
500,67,"government, tethered, aerospace, aircraft, products",2,2012-01-01
501,68,"mortgage, mgic, insurance, loans, mortgage insurance",1,2012-01-01
502,69,"cruise, ships, cruises, guests, carnival",1,2012-01-01
503,70,"operations, results, product liability, products, raw",2,2012-01-01
504,71,"properties, equipment, stock, stockholders, distributions",1,2012-01-01
505,72,"psnh, cl, electric, transmission, gas",3,2012-01-01
506,75,"footwear, products, athletic, athletic footwear, sales",1,2012-01-01
507,78,"quad graphics, quad, graphics, company, printing",1,2012-01-01
508,79,"statements, company disclaims duty, international incform ktable, incform ktable contentspart, expressly qualified foregoing",1,2012-01-01
509,80,"uranium, extraction, mining, exploration, mine",2,2012-01-01
510,81,"mobile, mobile marketing, users, services, user",1,2012-01-01
511,82,"voc, trust, voc brazos, brazos, underlying properties",1,2012-01-01
512,83,"title iv, education, students, iv, title",1,2012-01-01
513,86,"probuphine, pharmacy, prescription, drug, prescription drug",2,2012-01-01
514,87,"statements made, statements, report relate events, annual report relate, report relate",1,2012-01-01
515,88,"report described company, company filings exchange, exchange act part, described company filings, elsewhere report described",1,2012-01-01
516,90,"engagements, consultants, employee consultants, employee, debentures",1,2012-01-01
517,91,"gsv, investments, investment, portfolio, gsv asset",2,2012-01-01
518,92,"solar, china, encapsulant, encapsulants, module",1,2012-01-01
519,94,"products, oxide, epa, ethylene oxide, company",1,2012-01-01
520,95,"griffon, operations financial position, home, products, financial position",2,2012-01-01
521,96,"dte, registrants, dte energy, gas, energy",1,2012-01-01
522,97,"homebuilding, mortgage, homes, stock performance ability, profitability stock performance",1,2012-01-01
523,101,"relating industry62, factors43risks, industry62, factors43risks relating business44risks, factors43risks relating",1,2012-01-01
524,103,"rmbs, assets, mortgage, interest, agency rmbs",1,2012-01-01
525,104,"bank, financial, rj, capital, rj bank",2,2012-01-01
526,105,"trading, clients, electronic trading, electronic, broker",1,2012-01-01
527,110,"investment, portfolio, solar capital, stock, solar capital partners",1,2012-01-01
528,114,"financial position results, position results operations, position results, wireless, hetnets",1,2012-01-01
529,122,"warehouses, merchandise, members, warehouse, operations",2,2012-01-01
530,123,"self storage, self storage facilities, storage facilities, reit, self",2,2012-01-01
531,124,"euro, trust, depository, deposit, deposit accounts",1,2012-01-01
532,130,"jewelry, moissanite, jewels, finished jewelry, moissanite jewels",1,2012-01-01
533,132,"assets management, investment, clients, management, assets",1,2012-01-01
534,133,"advisors, clients, advisors clients, secured credit agreement, service",2,2012-01-01
535,-1,"company, financial, operations, products, us",175,2013-01-01
536,0,"products, results, operations, sales, financial",62,2013-01-01
537,1,"product, clinical, candidates, product candidates, trials",28,2013-01-01
538,2,"loans, bank, loan, financial, interest",26,2013-01-01
539,3,"gas, oil, natural gas, natural, oil natural",23,2013-01-01
540,4,"smaller reporting, smaller, smaller reporting company, reporting company, required provide information",20,2013-01-01
541,5,"properties, reit, income, tax, tenants",14,2013-01-01
542,6,"vehicle, vehicles, dealerships, automotive, dealership",11,2013-01-01
543,7,"mortgage, mae, loans, fannie, fannie mae",5,2013-01-01
544,8,"stock, operations, common, common stock, preferred stock",5,2013-01-01
545,9,"insurance, reinsurance, argo, company, financial",6,2013-01-01
546,10,"hotel, hotels, company, travel, tax",3,2013-01-01
547,11,"combination, initial combination, initial, warrants, public",1,2013-01-01
548,12,"fund, futures, funds, vix, commodity",10,2013-01-01
549,13,"living, medicare, senior living, communities, living communities",5,2013-01-01
550,14,"restaurants, franchisees, food, restaurant, franchise",4,2013-01-01
551,15,"investment, investments, portfolio, securities, debt",4,2013-01-01
552,16,"stock, mining, common, mineral, common stock",1,2013-01-01
553,17,"wireless, tds, fcc, services, access",2,2013-01-01
554,18,"semiconductor, products, customers, manufacturing, operations",7,2013-01-01
555,19,"company, president, ibm, watches, vice",4,2013-01-01
556,20,"applicable registrant, factorsnot applicable registrant, officers registrant32, registrant32, factors12executive",4,2013-01-01
557,21,"act required provide, company defined rule, defined rule 12b, reporting company defined, rule 12b",4,2013-01-01
558,22,"statements, table contentstable, actual results, iitem, sponsor",3,2013-01-01
559,23,"fuel, freight, equipment, carriers, transportation",6,2013-01-01
560,24,"contracts, government, contract, government contracts, us",2,2013-01-01
561,25,"southern, southern company, power, operating companies, traditional",3,2013-01-01
562,26,"raw, pension, tdcc, results, costs",2,2013-01-01
563,27,"general partner, unitholders, partner, units, common units",3,2013-01-01
564,28,"custodian, gold, trust, palladium, sub",4,2013-01-01
565,29,"cable, programming, businesses, video, content",1,2013-01-01
566,30,"industrial, infrastructure solutions, construction, electrical, segment",1,2013-01-01
567,31,"stations, television, programming, fcc, d2",5,2013-01-01
568,32,"related jetblue11risks associated, airline industry17, factors11risks related jetblue11risks, factors11risks related, related jetblue11risks",1,2013-01-01
569,33,"water, rangeview, rangeview district, wastewater, lowry",4,2013-01-01
570,34,"ncm, founding, ncm llc, ncm llcs, llcs",3,2013-01-01
571,35,"lae, workers, insurance, losses lae, workers compensation",5,2013-01-01
572,36,", , , , ",3,2013-01-01
573,37,"people united, people, dnb, stop shop, loan",1,2013-01-01
574,38,"homes, home, homebuilding, land, mortgage",3,2013-01-01
575,39,"uso, futures, uscf, oil, contracts",1,2013-01-01
576,40,"ethanol, railcars, fuel, demand, costs",2,2013-01-01
577,41,"flooring, timber, carpet, hardwood, lumber",3,2013-01-01
578,42,"xm, sirius xm, sirius, liberty, programming",2,2013-01-01
579,43,"solar, solar energy, gaiam, energy, solar energy systems",2,2013-01-01
580,44,"hershey, impact, operations, paper, hershey company form",1,2013-01-01
581,45,"pfizer, animal, animal health, products, health",1,2013-01-01
582,46,"advisory, clients, managing directors, investments, iridium",1,2013-01-01
583,48,"nmhg, snap, nmhgs, franchisees, companys results operations",2,2013-01-01
584,49,"money, agents, services, money transfer, financial",1,2013-01-01
585,50,"farmer mac, farmer, mac, farmer mac ii, mac ii",1,2013-01-01
586,51,"script, consultant, shmuel, statements, scripts",1,2013-01-01
587,52,"clients, client, operations financial position, media, services",1,2013-01-01
588,53,"gaming, games, game, titles, software",2,2013-01-01
589,55,"regulation company required, defined regulation company, company defined regulation, defined regulation, regulation company",3,2013-01-01
590,56,"revise result new, revise result, update revise result, contentspart 4item business4item, us important furthermore",1,2013-01-01
591,57,"napster, iac, search, services, advertising",2,2013-01-01
592,58,"drilling, approximately percent, rigs, percent, fiscal",1,2013-01-01
593,59,"boat, marine, sea ray, dealers, sea",1,2013-01-01
594,60,"consumers, cms, energy, mge, cms energy",2,2013-01-01
595,62,"furniture, office furniture, dealers, raw, plan",1,2013-01-01
596,63,"insurance, mercer, marsh, services, consulting",1,2013-01-01
597,65,"wynn, gaming, wynn resorts, resorts, las vegas",1,2013-01-01
598,66,"southern, southern company, power, fpl, nee",1,2013-01-01
599,69,"ships, cruise, cruises, nclh, ship",1,2013-01-01
600,70,"class common stock, class common, class, lived, shares class common",1,2013-01-01
601,71,"equipment, indebtedness, goodwill, rental, adversely",1,2013-01-01
602,72,"electric, nstar, psnh, gas, wmeco",1,2013-01-01
603,73,"arconic, arconics, alcoa corporation, alcoa, affect arconics",2,2013-01-01
604,74,"space, spacecraft, satellite, space shuttle, shuttle",1,2013-01-01
605,75,"footwear, products, nike, athletic, apparel",1,2013-01-01
606,77,"penny, penny stock, energy, stock, nep",1,2013-01-01
607,79,"companys expectations statements, forth exhibit report, forth exhibit, statements report set, expectations statements report",1,2013-01-01
608,82,"trust, underlying properties, underlying, mv, mv partners",2,2013-01-01
609,83,"title iv, education, title, iv, title iv programs",1,2013-01-01
610,85,"company, radio, stations, cumulus, reorganized cumulus",2,2013-01-01
611,87,"undue reliance statements, reliance statements, place undue reliance, undue reliance, place undue",1,2013-01-01
612,88,"report described company, company filings exchange, exchange act part, described company filings, elsewhere report described",1,2013-01-01
613,89,"rail, company, kcs, financial condition liquidity, condition liquidity",1,2013-01-01
614,91,"investment, portfolio, investments, value, portfolio companies",1,2013-01-01
615,92,"prc, orient paper, orient, paper, orient paper hb",1,2013-01-01
616,94,"dietary, supplements, products, dietary supplements, nutritional",1,2013-01-01
617,95,"depot lowes companies, lowes companies, levels home improvement, home improvement residential, improvement residential construction",1,2013-01-01
618,96,"dte, registrants, gas, energy, dte energy",2,2013-01-01
619,97,"homes, land, homebuilding, mortgage, home",2,2013-01-01
620,99,"bunge, agricultural, products, agricultural commodities, food",1,2013-01-01
621,100,"fiscal, grainger, stock class common, common stock, pet",1,2013-01-01
622,101,"related industry12, risks related industry12, industry12, risks related, related",1,2013-01-01
623,105,"brokerage, trading, electronic, markets, broker",1,2013-01-01
624,106,"mitac, oem suppliers, oem, mitac international, operating results",1,2013-01-01
625,109,"florida, real, real estate, estate, northwest florida",1,2013-01-01
626,110,"investment, solar capital, portfolio, solar capital partners, solar",2,2013-01-01
627,112,"laboratory, testing, tests, laboratories, clinical laboratory",1,2013-01-01
628,113,"condition profitability cash, financial condition profitability, condition profitability, profitability cash flows, profitability cash",1,2013-01-01
629,114,"wireless, products, hetnets, customers, revenues",1,2013-01-01
630,115,"bfi, stations, spy, fcc, television",3,2013-01-01
631,117,"insurance, american express, express, american, financial",2,2013-01-01
632,119,"ctg, clients, revenue, company, services",1,2013-01-01
633,120,"cannabis, dea, schedule, controlled substances, substances",1,2013-01-01
634,121,"railcar, railcars, railcar components, backlog, components",1,2013-01-01
635,122,"merchandise, warehouses, members, warehouse, operations",1,2013-01-01
636,123,"self storage, self storage facilities, storage facilities, self, storage",1,2013-01-01
637,124,"trust, euro, depository, ntic, deposit",1,2013-01-01
638,127,"citrus, varex, alico, groves, operations",1,2013-01-01
639,129,"wine, wines, vineyards, grapes, grape",1,2013-01-01
640,131,"equipment, seismic, seismic equipment, lease pool, lease",1,2013-01-01
641,132,"earnings, negatively affect earnings, clients, negatively, affect earnings",1,2013-01-01
642,-1,"financial, company, operations, products, us",198,2014-01-01
643,0,"products, results, operations, customers, financial",84,2014-01-01
644,1,"product, clinical, candidates, product candidates, trials",49,2014-01-01
645,2,"loans, bank, loan, interest, financial",33,2014-01-01
646,3,"gas, natural gas, oil, natural, oil natural",19,2014-01-01
647,4,"smaller reporting, smaller, smaller reporting company, reporting company, required provide information",24,2014-01-01
648,5,"properties, reit, income, tax, real",14,2014-01-01
649,6,"vehicle, vehicles, dealerships, automotive, operations",8,2014-01-01
650,7,"mortgage, fannie, mae, fannie mae, loans",18,2014-01-01
651,8,"stock, operations, vitas, senior, us",13,2014-01-01
652,9,"insurance, reinsurance, company, financial, claims",9,2014-01-01
653,10,"hotel, hotels, properties, company, travel",12,2014-01-01
654,11,"combination, initial, initial combination, target, public",5,2014-01-01
655,12,"fund, futures, funds, vix, index",7,2014-01-01
656,13,"medicare, health, care, services, medicaid",5,2014-01-01
657,14,"restaurants, restaurant, franchisees, food, franchise",5,2014-01-01
658,15,"investment, portfolio, investments, securities, debt",9,2014-01-01
659,16,"mineral, mining, exploration, gold, mine",5,2014-01-01
660,17,"cellular, wireless, cellular financial condition, cellular financial, adverse effect cellular",2,2014-01-01
661,18,"semiconductor, manufacturing, products, customers, operations",1,2014-01-01
662,19,"president, vice, vice president, company, ibm",4,2014-01-01
663,20,"factorsnot applicable registrant, applicable registrant, factorsnot applicable, factorsnot, registrant",1,2014-01-01
664,21,"company defined rule, defined rule 12b, reporting company defined, rule 12b, 12b",2,2014-01-01
665,22,"statements, energy corporation2019 form, energy corporation2019, peabody energy corporation2019, corporation2019 form kiitable",1,2014-01-01
666,23,"fuel, hospitality trust, freight, hospitality, increase",2,2014-01-01
667,24,"government, contracts, contract, revenues, adversely",5,2014-01-01
668,25,"southern, southern company, power, operating companies, traditional",2,2014-01-01
669,26,"company, coca, coca cola, cola, raw",4,2014-01-01
670,27,"unitholders, general partner, units, partner, common units",3,2014-01-01
671,28,"custodian, gold, trust, palladium, bullion",3,2014-01-01
672,30,"laundry, company, facilities management, products, steel",2,2014-01-01
673,31,"programming, television, stations, fcc, networks",8,2014-01-01
674,32,"aircraft, contracts, airline, government, costs",1,2014-01-01
675,33,"water, lowry, lowry range, wastewater, land board",1,2014-01-01
676,34,"cotter, theatre, film, ncm, cinema",3,2014-01-01
677,35,"insurance, workers, workers compensation, clients, payroll",4,2014-01-01
678,36,", , , , ",4,2014-01-01
679,37,"dnb, financial, interest, affect dnb, loan",1,2014-01-01
680,38,"homes, homebuilding, home, mortgage, residential consumer mortgage",3,2014-01-01
681,39,"bno, futures, uscf, contracts, futures contracts",1,2014-01-01
682,41,"timber, timberlands, performance fibers, fibers, reit",1,2014-01-01
683,42,"xm, sirius xm, sirius, live, satellite",2,2014-01-01
684,43,"solar, pv, modules, pv modules, solar energy",2,2014-01-01
685,44,"containerboard, fiber, recycled fiber, corrugated, pca",1,2014-01-01
686,45,"theme, parks, theme parks, nathan, park",1,2014-01-01
687,46,"evercore, advisory, senior managing, senior managing directors, managing directors",1,2014-01-01
688,47,"acp, hlb, real estate development, estate development, real estate",1,2014-01-01
689,49,"clients, services, markit, ihs, ihs markit",2,2014-01-01
690,51,"trust, mv, statements, reporting, company",4,2014-01-01
691,52,"clients, marketing, media, telesat, advertising",2,2014-01-01
692,54,"investment solutions, investment solutions services, solutions, clients, services",4,2014-01-01
693,55,"regulation company required, defined regulation company, company defined regulation, defined regulation, regulation company",1,2014-01-01
694,57,"iac, search, users, advertising, services",1,2014-01-01
695,58,"drilling, rigs, oil, drilling contracts, rig",3,2014-01-01
696,59,"marine, marine products, boat, marine transportation, products",2,2014-01-01
697,60,"consumers, cms, energy, cms energy, energy consumers",1,2014-01-01
698,61,"projects, project, contracts, contract, work",1,2014-01-01
699,62,"virco, furniture, sales, products, company",3,2014-01-01
700,63,"insurance, mercer, marsh, services, clients",1,2014-01-01
701,64,"fuel, cristal, soda ash, operations, soda",3,2014-01-01
702,66,"nee, fpl, duke, nee fpl, duke energys",3,2014-01-01
703,68,"mortgage, insurance, mgic, loans, gses",2,2014-01-01
704,69,"cruise, ships, cruises, guests, carnival",1,2014-01-01
705,70,"products, operations, results, results operations, product liability",2,2014-01-01
706,71,"equipment, rental, construction, senior, future",2,2014-01-01
707,73,"nickel, arconic, demand, aircraft, alloy",1,2014-01-01
708,74,"ss, satellite, telesat, satellites, telesats",2,2014-01-01
709,75,"footwear, products, sales, consumer, ugg",2,2014-01-01
710,77,"energy, waste, covanta, nep, projects",2,2014-01-01
711,78,"astro, med, astro med, products, printing",1,2014-01-01
712,79,"statements, incform, international incform ktable, incform ktable, incform ktable contentspart",1,2014-01-01
713,80,"uranium, raml, mining, de conversion, nuclear",3,2014-01-01
714,81,"users, user, facebook, mobile, engagement",1,2014-01-01
715,82,"trust, underlying properties, enduro, underlying, properties",1,2014-01-01
716,83,"title iv, iv, title, students, title iv programs",1,2014-01-01
717,84,"coal, mining, mine, coal supply, coal supply agreements",1,2014-01-01
718,85,"company, nrg, company class common, company class, company ability",3,2014-01-01
719,86,"pharmacy, pbm, health, pharmacies, retail",1,2014-01-01
720,87,"statements made, statements, report relate events, annual report relate, contentspagepart",1,2014-01-01
721,88,"report described company, company filings exchange, exchange act part, described company filings, elsewhere report described",1,2014-01-01
722,89,"rail, kcs, railroads, railroad, transportation",1,2014-01-01
723,90,"consultants, engagements, clients, client, employee",2,2014-01-01
724,91,"portfolio, investments, investment, companies, portfolio companies",3,2014-01-01
725,92,"prc, china, dongfang paper, dongfang, paper",3,2014-01-01
726,93,"analysis financial condition, analysis financial, factorssee managements, factorssee, discussions analysis",2,2014-01-01
727,94,"products, dietary, nutritional, oxide, supplements",2,2014-01-01
728,95,"flows financial condition, flows financial, cash flows financial, former parent, home",1,2014-01-01
729,96,"dte, registrants, dte energy, gas, energy",1,2014-01-01
730,97,"homes, home, operations, costs, products",1,2014-01-01
731,98,"mobile, services, video, telephony, broadband",1,2014-01-01
732,99,"prc, products, chen, chinese, mr chen",1,2014-01-01
733,100,"pet, garden, grainger, products, lawn garden",2,2014-01-01
734,101,"relating business44risks, business44risks relating industry62, factors43risks, relating industry62, factors43risks relating",1,2014-01-01
735,102,"tobacco, cigarette, tobacco products, ams, swm",2,2014-01-01
736,103,"rmbs, mortgage, assets, interest, agency rmbs",2,2014-01-01
737,104,"bank, capital, savings, federal, financial",3,2014-01-01
738,106,"oem, oem suppliers, operating results, operating, mitac",2,2014-01-01
739,108,"alcohol, wine, brands, spirits, beverage alcohol",3,2014-01-01
740,110,"investment, portfolio, solar capital, solar capital partners, capital partners",1,2014-01-01
741,112,"laboratory, cdd, lcd, testing, company",1,2014-01-01
742,113,"beauty, condition profitability cash, financial condition profitability, condition profitability, profitability cash flows",2,2014-01-01
743,114,"wireless, hetnets, products, customers, customer",1,2014-01-01
744,115,"bfi, spy, costa brava, brava, spy north",1,2014-01-01
745,116,"guaranty, fair value, fair, value, losses",2,2014-01-01
746,119,"ctg, revenue, company, services, solutions",1,2014-01-01
747,120,"cannabis, marijuana, medical, company, medical marijuana",1,2014-01-01
748,123,"self storage, self storage facilities, storage facilities, self, storage",1,2014-01-01
749,124,"euro, trust, depository, price euro, deposit",1,2014-01-01
750,126,"cto, operations, facility, aquarefining, isoprene",1,2014-01-01
751,127,"varex, insurance, auto, state auto, state auto mutual",1,2014-01-01
752,129,"wine, wines, oregon, winery, vineyards",2,2014-01-01
753,130,"jewelry, moissanite, jewels, finished jewelry, moissanite jewels",1,2014-01-01
754,132,"earnings, negatively affect earnings, clients, negatively, affect earnings",1,2014-01-01
755,133,"advisors, clients, advisors clients, secured credit agreement, capital",1,2014-01-01
756,-1,"company, financial, operations, products, us",222,2015-01-01
757,0,"products, customers, results, operations, financial",100,2015-01-01
758,1,"product, clinical, candidates, product candidates, approval",52,2015-01-01
759,2,"loans, bank, loan, interest, financial",26,2015-01-01
760,3,"gas, oil, natural gas, natural, oil natural",28,2015-01-01
761,4,"smaller reporting, smaller, smaller reporting company, reporting company, required provide information",26,2015-01-01
762,5,"properties, reit, income, tenants, real",19,2015-01-01
763,6,"vehicle, vehicles, operations, automotive, results",17,2015-01-01
764,7,"mortgage, fannie, mae, fannie mae, loans",11,2015-01-01
765,8,"tripadvisor, vitas, debt, stock, credit",8,2015-01-01
766,9,"insurance, reinsurance, company, rga, subsidiaries",5,2015-01-01
767,10,"hotels, hotel, travel, reit, company",5,2015-01-01
768,11,"combination, initial, initial combination, target, warrants",5,2015-01-01
769,12,"fund, futures, funds, vix, commodity",7,2015-01-01
770,13,"medicare, care, health, medicaid, healthcare",8,2015-01-01
771,14,"restaurants, restaurant, franchisees, food, franchise",8,2015-01-01
772,15,"investment, investments, portfolio, debt, securities",5,2015-01-01
773,16,"mining, exploration, mineral, gold, mine",10,2015-01-01
774,17,"wireless, tds, cellular, cellulars, services",10,2015-01-01
775,18,"semiconductor, customers, packaging test, operations, packaging",2,2015-01-01
776,19,"president, vice, vice president, products, company",2,2015-01-01
777,20,"registrant cautionary, registrant cautionary regarding, applicable registrant cautionary, statements3, regarding statements3",2,2015-01-01
778,21,"act required provide, company defined rule, defined rule 12b, reporting company defined, rule 12b",5,2015-01-01
779,22,"statements, annual report, report, annual, contentspagepart",3,2015-01-01
780,23,"fuel, company, operations liquidity cash, liquidity cash flows, liquidity cash",3,2015-01-01
781,24,"government, contracts, contract, federal government, costs",2,2015-01-01
782,25,"southern, southern company, power, traditional operating, traditional",4,2015-01-01
783,26,"company, coca, coca cola, products, cola",4,2015-01-01
784,27,"general partner, partner, unitholders, units, common units",3,2015-01-01
785,28,"custodian, platinum, trust, gold, bullion",2,2015-01-01
786,29,"service, services, content, cable, fcc",2,2015-01-01
787,30,"steel, cranes, products, customers, operations",4,2015-01-01
788,31,"programming, television, stations, fcc, station",3,2015-01-01
789,32,"aircraft, parts, replacement parts, jet engine aircraft, jet engine",3,2015-01-01
790,33,"water, jose water, jose water company, jose, water company",2,2015-01-01
791,34,"theatre, film, theatres, films, ncm",2,2015-01-01
792,35,"clients, wses, hr, workers, insurance",2,2015-01-01
793,36,", , , , ",1,2015-01-01
794,37,"dnb, company, interest, fhlb, bank",1,2015-01-01
795,38,"homes, homebuilding, home, mortgage, land",2,2015-01-01
796,39,"usl, futures, unl, uscf, contracts",2,2015-01-01
797,41,"lumber, treated lumber, lumber market, preservative, lumber products",1,2015-01-01
798,42,"xm, sirius xm, sirius, starz, liberty",2,2015-01-01
799,43,"solar, energy, pv, modules, solar energy",2,2015-01-01
800,45,"nathan, veterinary, pet, products, restaurant",3,2015-01-01
801,47,"orchards, macadamia, kau, nut, partnership",1,2015-01-01
802,48,"snap, franchisees, operations, pension, financial",2,2015-01-01
803,49,"viads, frp, viad, patriot, viads businesses",2,2015-01-01
804,50,"farmer mac, farmer, mac, agricultural, participating preferred",3,2015-01-01
805,51,"shack, shacks, shake, shake shack, black small square",3,2015-01-01
806,52,"clients, marketing, telesat, media, ipg",1,2015-01-01
807,55,"regulation company required, defined regulation company, company defined regulation, defined regulation, regulation company",1,2015-01-01
808,56,"update revise result, revise result, revise result new, us important furthermore, contentspart 4item business4item",1,2015-01-01
809,57,"services, rhapsody, music, rhapsody america, media",1,2015-01-01
810,58,"drilling, nigerian, rigs, oil, oil gas",1,2015-01-01
811,59,"marine, marine products, vessels, boat, vessel",2,2015-01-01
812,60,"mge, energy, electric, power, consumers",1,2015-01-01
813,61,"projects, project, contracts, contract, construction",3,2015-01-01
814,65,"gaming, casino, casinos, slot, operations",5,2015-01-01
815,66,"fpl, nee, power, nuclear, duke",1,2015-01-01
816,67,"government, aerospace, businesses, aircraft, operations",1,2015-01-01
817,68,"mortgage, mi, insurance, gses, loans",1,2015-01-01
818,69,"cruise, ships, cruises, vacation, guests",1,2015-01-01
819,70,"hvac, asbjornson, product liability, product, raw materials",1,2015-01-01
820,71,"rod, wire rod, companys, wire, facility",1,2015-01-01
821,74,"ss, satellite, telesat, satellites, ls",2,2015-01-01
822,75,"footwear, products, athletic, athletic footwear, sales",1,2015-01-01
823,76,"insurance, financial, statutory, liquidity, financial condition",2,2015-01-01
824,77,"nep, energy, projects, nep opco, nee",2,2015-01-01
825,78,"printing, 3d, printers, 3d printing, products",2,2015-01-01
826,79,"statements, incform, international incform ktable, incform ktable, incform ktable contentspart",1,2015-01-01
827,80,"uranium, leu, nuclear, russian, swu",3,2015-01-01
828,81,"users, user, mobile, products services, advertisers",3,2015-01-01
